AG024.5252-0.1390  7 2215   0.1 20   0.81   1.9   2.7
AG024.5416+0.3128  1 1830   8.0 35   1.41   4.8   8.4
AG024.5416+0.3128  2 1639   8.0 35  13.92  59.0 115.0
AG024.5416+0.3128  3 1427   8.0 35   0.25   1.4   3.2
AG024.5412-0.1309  1 1345   4.9 35   0.69   4.3  10.3
AG024.5444-0.2443  1 1386   3.5 35   0.43   2.6   5.9
AG024.5444-0.2443  2 1302   3.5 35   0.3    2.0   4.9
AG024.5444-0.2443  3 1615   3.5 35   2.54  11.1  21.9
AG024.5444-0.2443  4 1446   3.5 35   0.42   2.3   5.0
AG024.5444-0.2443  5 1819   3.5 35   1.19   4.1   7.2
AG024.5495-0.1309  1 1835   1.6 35   1.72   5.8  10.1
AG024.5495-0.1309  2 1390   1.6 35   0.2    1.1   2.6
AG024.5495-0.1309  3 1252   1.6 35   0.15   1.1   2.8
AG024.5495-0.1309  4 1409   1.6 35   0.25   1.4   3.2
AG024.5640+0.3385  1 1670   0.0 20   0.4    1.6   3.1
AG024.6744-0.1501  1 1295   2.2 35   0.38   2.6   6.4
AG024.6744-0.1501  2 1272   2.2 35   0.29   2.1   5.2
AG024.6744-0.1501  3 1443   2.2 35   3.44  18.8  41.5
AG024.6744-0.1501  4 1388   2.2 35   0.41   2.4   5.5
AG024.6744-0.1501  5 1328   2.2 35   0.36   2.3   5.5
AG024.6744-0.1501  6 1554   2.2 35   6.28  29.6  60.8
AG024.6744-0.1501  7 1468   2.2 35   2.51  13.3  28.9
AG024.6744-0.1501  8 1351   2.2 35   0.29   1.8   4.3
AG024.6744-0.1501  9 1722   2.2 35   0.73   2.8   5.2
AG024.7042-0.1263  1 1508   1.7 35   0.62   3.1   6.5
AG024.7293+0.1538  1 1476  16.1 39   0.29   1.5   3.2
AG024.7293+0.1538  2 1669  16.1 39   0.32   1.3   2.5
AG024.7293+0.1538  3 2206  16.1 39   3.36   7.9  11.4
AG024.7293+0.1538  4 1571  16.1 39   0.22   1.0   2.0
AG024.7293+0.1538  5 1630  16.1 39   1.37   5.9  11.5
AG024.7595-0.0824  1 1763   1.3 35   1.61   5.9  10.7
AG024.7879+0.0830  1 1326  38.8 47   0.61   3.9   9.5
AG024.7879+0.0830  2 1654  38.8 47   4.73  19.7  37.9
AG024.7879+0.0830  3 1396  38.8 47   0.58   3.4   7.7
AG024.7879+0.0830  4 1650  38.8 47   0.84   3.5   6.8
AG024.7879+0.0830  5 1778  38.8 47   4.46  16.1  28.8
AG024.7879+0.0830  6 1584  38.8 47   0.66   3.0   6.0
AG024.7879+0.0830  7 1560  38.8 47   1.17   5.5  11.2
AG024.7879+0.0830  8 1405  38.8 47   1.04   6.0  13.7
AG024.7879+0.0830  9 1677  38.8 47   1.21   4.9   9.3
