AG013.2123+0.0404  1 273.54095 -17.45736  13.21177  0.03888    0.48   0.45 0.75 0.51  242    0.61 0.6  0.5  -89 N N
AG013.2123+0.0404  2 273.54013 -17.45658  13.21208  0.03994    1.26   0.44 0.61 0.54 -138    1.36 0.6  0.5  -89 N N
AG013.2123+0.0404  3 273.53684 -17.45549  13.21153  0.04322    3.39   0.48 0.61 0.52   -4    3.59 0.6  0.5  -89 N N
AG013.2123+0.0404  4 273.54011 -17.45457  13.21383  0.04092    0.47   0.1  0.47 0.75 -300    0.56 0.6  0.5  -89 N N
AG013.2428-0.0854  1 273.6676  -17.49167  13.23936 -0.08363    1.5    1.21 0.51 0.68 -203    2.14 0.54 0.45  82 N N
AG013.2428-0.0854  2 273.67386 -17.49119  13.24264 -0.08865   11.76   0.51 0.49 0.59 -270   13.91 0.54 0.45  82 N N
AG013.2428-0.0854  3 273.66855 -17.49108  13.24032 -0.08415    1.11   0.61 0.53 0.61 -260    1.48 0.54 0.45  82 N N
AG013.2428-0.0854  4 273.67231 -17.49064  13.24242 -0.08708    2.73   0.85 0.53 0.65   94    3.9  0.54 0.45  82 N N
AG013.2428-0.0854  5 273.67174 -17.49024  13.24251 -0.08642    1.49   0.67 0.68 0.59    1    2.46 0.54 0.45  82 N N
AG013.2428-0.0854  6 273.66963 -17.49022  13.24157 -0.08464    0.93   0.61 0.64 0.46 -198    1.13 0.54 0.45  82 N N
AG013.2428-0.0854  7 273.66775 -17.49022  13.24071 -0.08306    0.78   0.38 0.57 0.63   25    1.15 0.54 0.45  82 N N
AG013.2428-0.0854  8 273.66877 -17.48986  13.24149 -0.08375    0.89   0.61 0.6  0.68  164    1.5  0.54 0.45  82 N N
AG013.2428-0.0854  9 273.66824 -17.48958  13.24149 -0.08317    1.6    0.35 0.6  0.52   10    2.05 0.54 0.45  82 N N
AG013.2428-0.0854 10 273.6722  -17.48912  13.2437  -0.08627    2.47   1.02 0.55 0.68  203    3.8  0.54 0.45  82 N N
AG013.2428-0.0854 11 273.67132 -17.48916  13.24327 -0.08555    2.01   0.29 0.62 0.49   -5    2.51 0.54 0.45  82 N N
AG013.2428-0.0854 12 273.66888 -17.48903  13.24226 -0.08344    1.93   0.55 0.56 0.51   -8    2.3  0.54 0.45  82 N N
AG013.2428-0.0854 13 273.67238 -17.48823  13.24456 -0.08599    5.52   0.77 0.64 0.59  122    8.45 0.54 0.45  82 N N
AG013.2428-0.0854 14 273.66954 -17.48794  13.24353 -0.08347    1.18   0.41 0.63 0.47  -17    1.44 0.54 0.45  82 N N
AG013.2428-0.0854 15 273.66811 -17.48781  13.24299 -0.08221    0.96   0.93 0.63 0.43   96    1.08 0.54 0.45  82 N N
AG013.2428-0.0854 16 273.67375 -17.48781  13.24556 -0.08694    1.03   0.2  0.68 0.43  154    1.25 0.54 0.45  82 N N
AG013.2428-0.0854 17 273.66735 -17.48652  13.24378 -0.08096    1.91   0.41 0.67 0.43 -213    2.26 0.54 0.45  82 N N
AG013.2428-0.0854 18 273.67216 -17.48572  13.24667 -0.08461    2.04   0.56 0.58 0.53 -235    2.61 0.54 0.45  82 N N
AG013.2428-0.0854 19 273.66963 -17.49133  13.24058 -0.08517    1.54   0.96 0.73 0.45  134    2.07 0.54 0.45  82 N N
AG013.2428-0.0854 20 273.66954 -17.49112  13.24073 -0.085      9.81   1.52 0.64 0.57   38   14.65 0.54 0.45  82 N N
AG013.2428-0.0854 21 273.66926 -17.49032  13.24131 -0.08438    1.54   0.54 0.61 0.47   -9    1.81 0.54 0.45  82 N N
AG013.2428-0.0854 22 273.66919 -17.49017  13.2414  -0.08425    3.07   0.35 0.51 0.63 -261    4.04 0.54 0.45  82 N N
AG013.2775-0.3323  1 273.91298 -17.57796  13.27516 -0.33043    0.94   0.33 0.84 0.5    12    1.38 0.59 0.49 -89 N N
AG013.2775-0.3323  2 273.91628 -17.57695  13.27754 -0.33272   10.35   0.6  0.69 0.53    4   12.99 0.59 0.49 -89 N N
AG013.2775-0.3323  3 273.9174  -17.57611  13.27878 -0.33326    1.94   0.32 0.58 0.5    -7    1.95 0.59 0.49 -89 N N
AG013.3167-0.3145  1 273.91772 -17.53479  13.31526 -0.31384    3.08   0.24 0.61 0.54 -221    4.99 0.48 0.42  67 N N
AG013.3167-0.3145  2 273.9198  -17.5343   13.31663 -0.31535    1.45   0.26 0.53 0.46   12    1.76 0.48 0.42  67 N N
AG013.3313-0.0395  1 273.67598 -17.3893   13.33312 -0.04176    1.74   0.25 0.55 0.62 -246    2.09 0.58 0.49 -89 N N
AG013.3313-0.0395  2 273.66989 -17.38874  13.33084 -0.03639    2.11   0.33 0.59 0.69   69    3.06 0.58 0.49 -89 N N
AG013.3313-0.0395  3 273.67341 -17.39158  13.32995 -0.04069    0.71   0.58 0.64 0.72  302    1.15 0.58 0.49 -89 N N
AG269.0972-0.6232  1 136.4006  -48.08964 269.09876 -0.6226     0.51   0.09 0.21 0.12   -3    0.46 0.22 0.13  86 N N
AG269.1515-1.1282  1 135.88661 -48.47032 269.1535  -1.13144    1.33   0.51 0.4  0.44    0    2.21 0.34 0.32 -30 N N
AG269.1515-1.1282  2 135.88682 -48.47004 269.15339 -1.13116    1.32   0.38 0.65 0.37 -255    2.97 0.34 0.32 -30 N N
AG269.1515-1.1282  3 135.88955 -48.46906 269.15386 -1.12915    1.01   0.13 0.36 0.3     6    1.01 0.34 0.32 -30 N N
AG269.1515-1.1282  4 135.88247 -48.46904 269.15072 -1.13264    3.87   0.12 0.4  0.35  -96    5.07 0.34 0.32 -30 N N
AG269.1515-1.1282  5 135.88562 -48.46893 269.15202 -1.131      0.92   0.35 0.33 0.44   35    1.26 0.34 0.32 -30 N N
AG269.1515-1.1282  6 135.88945 -48.46874 269.15357 -1.12899    1.25   0.26 0.34 0.31   63    1.22 0.34 0.32 -30 N N
AG269.1515-1.1282  7 135.88866 -48.46854 269.15307 -1.12924    0.73   0.34 0.3  0.47 -113    0.97 0.34 0.32 -30 N N
AG269.1515-1.1282  8 135.89047 -48.4682  269.15362 -1.12812    1.15   0.42 0.43 0.3    27    1.38 0.34 0.32 -30 N N
AG269.1515-1.1282  9 135.88981 -48.46816 269.1533  -1.12842    0.75   0.75 0.38 0.47 -243    1.27 0.34 0.32 -30 N N
AG269.1515-1.1282 10 135.8894  -48.46776 269.15282 -1.12836    0.74   3.1  0.3  0.47    3    0.98 0.34 0.32 -30 N N
AG269.1515-1.1282 11 135.88945 -48.46759 269.15271 -1.12822    1.4    3.34 0.39 0.47   33    2.41 0.34 0.32 -30 N N
AG269.1515-1.1282 12 135.88222 -48.46757 269.14951 -1.13178    1.51  -0.1  0.46 0.36 -304    2.31 0.34 0.32 -30 N N
AG269.1515-1.1282 13 135.88723 -48.46722 269.15146 -1.12907    1.26   0.67 0.45 0.47   51    2.48 0.34 0.32 -30 N N
AG269.1515-1.1282 14 135.88746 -48.467   269.15139 -1.12881    6.6    0.98 0.36 0.34   72    7.65 0.34 0.32 -30 N N
AG269.1515-1.1282 15 135.88833 -48.46686 269.15168 -1.12829    1.13   1.76 0.34 0.47  -22    1.69 0.34 0.32 -30 N N
AG269.1515-1.1282 16 135.8906  -48.46681 269.15264 -1.12713    1.02   0.56 0.41 0.31  161    1.22 0.34 0.32 -30 N N
AG269.1515-1.1282 17 135.88738 -48.46674 269.15117 -1.12868    8.7    0.97 0.41 0.35   40   11.48 0.34 0.32 -30 N N
AG269.1515-1.1282 18 135.88948 -48.46659 269.15198 -1.12754    4.73   2.99 0.85 0.43 -246   16.19 0.34 0.32 -30 N N
AG269.1515-1.1282 19 135.88881 -48.46657 269.15167 -1.12786    1.1    1.57 0.51 0.39   45    2.07 0.34 0.32 -30 N N
AG269.1515-1.1282 20 135.8907  -48.46638 269.15237 -1.1268     0.83   0.56 0.3  0.47  123    1.09 0.34 0.32 -30 N N
AG269.1515-1.1282 21 135.8883  -48.46644 269.15135 -1.12802    0.89   0.96 0.45 0.3  -246    1.13 0.34 0.32 -30 N N
AG269.1515-1.1282 22 135.88971 -48.46638 269.15193 -1.12729    0.71   3.34 0.51 0.3  -236    1.02 0.34 0.32 -30 N N
AG269.1515-1.1282 23 135.8892  -48.46632 269.15166 -1.1275     1.46   1.46 0.68 0.47   34    4.38 0.34 0.32 -30 N N
AG269.1515-1.1282 24 135.88812 -48.46576 269.15076 -1.12766    1.94   2.59 0.7  0.47   24    5.96 0.34 0.32 -30 N N
AG269.1515-1.1282 25 135.88628 -48.46578 269.14996 -1.12858    0.98   0.18 0.4  0.3    57    1.1  0.34 0.32 -30 N N
AG269.1515-1.1282 26 135.88851 -48.46572 269.15091 -1.12744    2.09   1.37 0.36 0.3  -230    2.11 0.34 0.32 -30 N N
AG269.1515-1.1282 27 135.89001 -48.46554 269.15143 -1.12658    0.72   0.45 0.38 0.47  -72    1.19 0.34 0.32 -30 N N
AG269.1515-1.1282 28 135.88891 -48.46542 269.15086 -1.12704    1.2    0.76 0.51 0.47    2    2.73 0.34 0.32 -30 N N
AG269.1515-1.1282 29 135.88838 -48.46533 269.15056 -1.12725   14.01   0.63 0.39 0.34   74   17.44 0.34 0.32 -30 N N
AG269.1515-1.1282 30 135.88531 -48.46496 269.14893 -1.12852    1.08   0.06 0.4  0.34  -20    1.37 0.34 0.32 -30 N N
AG269.1515-1.1282 31 135.89339 -48.46364 269.15151 -1.12364    1.78  -0.02 0.35 0.47 -265    2.78 0.34 0.32 -30 N N
AG269.1515-1.1282 32 135.88912 -48.46757 269.15256 -1.12837    1.07   2.43 0.66 0.36 -141    2.37 0.34 0.32 -30 N N
AG269.1515-1.1282 33 135.88884 -48.46605 269.15129 -1.12749    1.0    1.49 0.44 0.53  -35    2.14 0.34 0.32 -30 N N
AG269.1515-1.1282 34 135.88748 -48.46588 269.15057 -1.12805   35.26   3.94 0.43 0.36   35   50.29 0.34 0.32 -30 N N
AG269.1515-1.1282 35 135.88764 -48.46572 269.15052 -1.12787    5.09   1.92 0.77 0.49   75   17.8  0.34 0.32 -30 N N
AG269.1515-1.1282 36 135.88976 -48.46459 269.15061 -1.12607    0.8    0.36 0.47 0.3  -150    1.05 0.34 0.32 -30 N N
AG269.1515-1.1282 37 135.887   -48.46945 269.15302 -1.13067    1.83   0.84 0.4  0.47   15    3.24 0.34 0.32 -30 N N
AG269.1515-1.1282 38 135.88718 -48.46944 269.15309 -1.13057    1.14   0.82 0.41 0.47 -357    2.06 0.34 0.32 -30 N N
AG269.1515-1.1282 39 135.88889 -48.46811 269.15286 -1.12885    1.28   1.46 0.35 0.47   73    1.96 0.34 0.32 -30 N N
AG269.1515-1.1282 40 135.88899 -48.46806 269.15287 -1.12876    0.76   1.67 0.38 0.3    44    0.82 0.34 0.32 -30 N N
AG269.1515-1.1282 41 135.88912 -48.46794 269.15283 -1.12862    2.01   2.0  0.33 0.47   29    2.9  0.34 0.32 -30 N N
AG269.1515-1.1282 42 135.88935 -48.46718 269.15237 -1.128     22.75   5.09 0.59 0.41   67   51.43 0.34 0.32 -30 N N
AG269.1515-1.1282 43 135.8895  -48.467   269.15229 -1.1278     5.06   4.26 1.03 0.53 -134   25.94 0.34 0.32 -30 N N
AG269.1515-1.1282 44 135.88948 -48.46681 269.15215 -1.12768    8.43   4.12 0.43 0.37  -77   12.26 0.34 0.32 -30 N N
AG269.1757-1.1769  1 135.85418 -48.51951 269.17592 -1.18022    0.96   0.09 0.37 0.49 -291    1.51 0.35 0.33 -29 N N
AG269.1757-1.1769  2 135.85619 -48.51894 269.17638 -1.17884    0.57   0.12 0.44 0.37  -78    0.82 0.35 0.33 -29 N N
AG269.1757-1.1769  3 135.85755 -48.51872 269.17682 -1.17803    0.41   0.16 0.38 0.32   59    0.44 0.35 0.33 -29 N N
AG269.1757-1.1769  4 135.86062 -48.51744 269.17722 -1.17566    3.01   0.4  0.41 0.37  100    4.0  0.35 0.33 -29 N N
AG269.1757-1.1769  5 135.86142 -48.51628 269.1767  -1.17448    0.48   0.12 0.47 0.31   54    0.61 0.35 0.33 -29 N N
AG013.4582-0.0377  1 273.73487 -17.27833  13.45746 -0.03817    0.38   0.11 0.24 0.15   -3    0.35 0.26 0.16  82 N N
AG013.4582-0.0377  2 273.7353  -17.2779   13.45804 -0.03833    0.32   0.08 0.25 0.15 -189    0.29 0.26 0.16  82 N N
AG269.5707-1.3223  1 136.08959 -48.90819 269.56933 -1.3234     0.52   0.04 0.35 0.32  -25    0.48 0.36 0.33 -27 N N
AG269.5707-1.3223  2 136.09191 -48.90814 269.57031 -1.32223    0.3    0.08 0.51 0.32   14    0.41 0.36 0.33 -27 N N
AG269.5707-1.3223  3 136.09297 -48.90712 269.57002 -1.32103    0.46   0.06 0.43 0.32  106    0.52 0.36 0.33 -27 N N
AG269.5707-1.3223  4 136.09498 -48.90692 269.57075 -1.31991    0.42   0.06 0.33 0.32 -247    0.36 0.36 0.33 -27 N N
AG274.0074-1.1412  1 141.11873 -51.98826 274.00784 -1.13929    0.46   0.1  0.21 0.19   29    0.68 0.21 0.13  83 N N
AG274.0448-1.1327  1 141.16791 -52.008   274.04331 -1.13226    0.38   0.19 0.24 0.13  -14    0.45 0.21 0.13  82 N N
AG013.7869-0.2359  1 274.0849  -17.0848   13.78697 -0.23995    1.34   0.58 0.43 0.68 -263    1.63 0.53 0.45  82 N N
AG013.7869-0.2359  2 274.08084 -17.08267  13.787   -0.23552    3.47   0.49 0.5  0.66 -268    4.77 0.53 0.45  82 N N
AG013.8685-0.2995  1 274.17887 -17.04103  13.86819 -0.29816    0.37   0.1  0.67 0.8    55    0.58 0.65 0.53 -86 N N
AG013.8685-0.2995  2 274.17936 -17.04074  13.86867 -0.29843    2.5    0.4  0.71 0.59 -179    3.04 0.65 0.53 -86 N N
AG013.8732+0.2803  1 273.64764 -16.76376  13.86975  0.28083    0.89   0.04 0.71 0.44  -25    1.11 0.55 0.46  82 N Y
AG013.8732+0.2803  2 273.65021 -16.76321  13.87141  0.27893    0.92   1.01 0.49 0.56   29    1.0  0.55 0.46  82 N Y
AG013.8732+0.2803  3 273.65101 -16.7628   13.87214  0.27845    0.59   0.65 0.44 0.58 -271    0.6  0.55 0.46  82 N Y
AG013.8732+0.2803  4 273.64885 -16.76233  13.87156  0.2805     1.29   0.61 0.82 0.56 -214    2.33 0.55 0.46  82 Y Y
AG013.8732+0.2803  5 273.6465  -16.76222  13.87058  0.28252    0.95  -0.06 0.82 0.69   39    2.15 0.55 0.46  82 N Y
AG013.8732+0.2803  6 273.65048 -16.76216  13.87246  0.27921    0.67   1.29 0.61 0.52    9    0.86 0.55 0.46  82 Y Y
AG013.8732+0.2803  7 273.64597 -16.76186  13.87066  0.28314    1.0   -0.03 0.69 0.46  296    1.26 0.55 0.46  82 N Y
AG013.8732+0.2803  8 273.64757 -16.76143  13.87177  0.282      1.05   0.74 0.72 0.59  -44    1.77 0.55 0.46  82 Y Y
AG013.8732+0.2803  9 273.64965 -16.76139  13.87276  0.28027    0.53   2.05 0.49 0.64 -113    0.67 0.55 0.46  82 Y Y
AG013.8732+0.2803 10 273.64999 -16.76132  13.87297  0.28002    0.68   1.67 0.85 0.66    8    1.51 0.55 0.46  82 Y Y
AG013.8732+0.2803 11 273.65193 -16.76111  13.87404  0.27849    1.42   0.91 0.49 0.69 -123    1.9  0.55 0.46  82 Y Y
AG013.8732+0.2803 12 273.65215 -16.76094  13.87429  0.27838    0.67   1.2  0.44 0.45  218    0.52 0.55 0.46  82 Y Y
AG013.8732+0.2803 13 273.64851 -16.7609   13.87267  0.28147    0.57   1.53 0.75 0.49  182    0.82 0.55 0.46  82 Y Y
AG013.8732+0.2803 14 273.65124 -16.76068  13.8741   0.27927    0.53   0.88 0.82 0.44  -17    0.76 0.55 0.46  82 Y Y
AG013.8732+0.2803 15 273.65061 -16.76064  13.87385  0.27982    0.58   1.79 0.44 0.69  114    0.69 0.55 0.46  82 Y Y
AG013.8732+0.2803 16 273.65039 -16.7606   13.87379  0.28003    0.92   1.88 0.84 0.69   10    2.11 0.55 0.46  82 Y Y
AG013.8732+0.2803 17 273.65218 -16.76013  13.87502  0.27875    0.74   0.96 0.69 0.66 -151    1.33 0.55 0.46  82 Y Y
AG013.8732+0.2803 18 273.65122 -16.75985  13.87483  0.27969   16.27   0.89 0.81 0.53 -195   27.99 0.55 0.46  82 N Y
AG013.8732+0.2803 19 273.65005 -16.75989  13.87425  0.28065    0.86   2.21 0.61 0.44 -190    0.91 0.55 0.46  82 Y Y
AG013.8732+0.2803 20 273.6484  -16.75983  13.87356  0.28207    0.68   0.45 0.8  0.44    7    0.95 0.55 0.46  82 Y Y
AG013.8732+0.2803 21 273.65025 -16.75959  13.87461  0.28063    0.72   1.24 0.5  0.67 -250    0.97 0.55 0.46  82 Y Y
AG013.8732+0.2803 22 273.65068 -16.75948  13.8749   0.28031    0.86   0.83 0.49 0.68 -250    1.15 0.55 0.46  82 N Y
AG013.8732+0.2803 23 273.65244 -16.75856  13.87651  0.27927    0.82   0.15 0.77 0.5  -149    1.25 0.55 0.46  82 N Y
AG013.8732+0.2803 24 273.64898 -16.76109  13.87271  0.28098    0.75   1.73 0.63 0.69  -50    1.29 0.55 0.46  82 Y Y
AG013.8732+0.2803 25 273.64757 -16.7607   13.87241  0.28235    0.69   1.21 0.63 0.5  -335    0.87 0.55 0.46  82 Y Y
AG013.8732+0.2803 26 273.64579 -16.76021  13.87202  0.28408    1.53   1.37 0.61 0.58 -320    2.13 0.55 0.46  82 N Y
AG013.8732+0.2803 27 273.64581 -16.76004  13.87218  0.28415    1.54   1.5  0.53 0.69   43    2.24 0.55 0.46  82 N Y
AG013.8732+0.2803 28 273.64961 -16.76008  13.87388  0.28093   17.66   0.29 1.2  0.76   14   63.6  0.55 0.46  82 Y Y
AG013.8732+0.2803 29 273.64929 -16.75996  13.87385  0.28126    8.45   0.13 0.99 0.73  -53   24.51 0.55 0.46  82 Y Y
AG013.8732+0.2803 30 273.64914 -16.75987  13.87386  0.28143    8.49   0.17 1.09 0.69   16   25.42 0.55 0.46  82 Y Y
AG013.8732+0.2803 31 273.64956 -16.7598   13.8741   0.2811     5.83   1.38 0.71 0.83  174   13.69 0.55 0.46  82 Y Y
AG014.0119-0.1755  1 274.13772 -16.85802  14.01049 -0.17652    0.58   0.18 0.74 0.47  198    0.69 0.59 0.49 -89 N N
AG014.0119-0.1755  2 274.13748 -16.85677  14.01148 -0.17572    0.66   0.7  0.51 0.74  218    0.85 0.59 0.49 -89 N N
AG014.0119-0.1755  3 274.13796 -16.85613  14.01226 -0.17582    3.68   1.02 0.56 0.69   91    4.93 0.59 0.49 -89 N N
AG014.0119-0.1755  4 274.13727 -16.85592  14.01212 -0.17514    0.55   1.28 0.63 0.74  330    0.88 0.59 0.49 -89 N N
AG014.0119-0.1755  5 274.13834 -16.85451  14.01385 -0.17537    0.53   0.49 0.74 0.56 -358    0.76 0.59 0.49 -89 N N
AG014.0119-0.1755  6 274.13779 -16.85444  14.01366 -0.17488    1.15   0.87 0.49 0.57   90    1.11 0.59 0.49 -89 N N
AG014.0119-0.1755  7 274.13782 -16.85408  14.014   -0.17473    2.2    0.43 0.63 0.54   28    2.55 0.59 0.49 -89 N N
AG014.0119-0.1755  8 274.13753 -16.85636  14.01186 -0.17557    0.76   1.1  0.65 0.73  229    1.25 0.59 0.49 -89 N N
AG014.0119-0.1755  9 274.13755 -16.85617  14.01203 -0.1755     0.7    1.44 0.75 0.47 -171    0.85 0.59 0.49 -89 N N
AG014.0119-0.1755 10 274.13727 -16.85613  14.01194 -0.17524    0.81   1.15 0.74 0.74  327    1.52 0.59 0.49 -89 N N
AG014.0188-0.1354  1 274.10264 -16.83357  14.01602 -0.13536    2.02   0.04 0.5  0.69  261    2.58 0.57 0.48  87 N N
AG014.0188-0.1354  2 274.10221 -16.83272  14.01658 -0.13459    0.61   0.16 0.63 0.45   23    0.63 0.57 0.48  87 N N
AG014.0188-0.1354  3 274.10345 -16.8314   14.0183  -0.13501    4.87   0.54 0.59 0.46   -7    4.88 0.57 0.48  87 N N
AG014.0188-0.1354  4 274.10312 -16.83103  14.01848 -0.13455   17.79   1.03 0.64 0.51  -12   21.23 0.57 0.48  87 N N
AG014.0188-0.1354  5 274.10191 -16.8298   14.01901 -0.13295    1.16   0.38 0.45 0.57   88    1.1  0.57 0.48  87 N N
AG281.5863-0.9720  1 151.23208 -56.77998 281.58684 -0.97427    0.71   0.49 0.47 0.66   33    1.03 0.49 0.44 -10 N N
AG281.5863-0.9720  2 151.22856 -56.77996 281.58527 -0.9754     1.52   0.37 0.61 0.65  284    2.82 0.49 0.44 -10 N N
AG281.5863-0.9720  3 151.23245 -56.77949 281.58671 -0.97376    1.2    0.96 0.66 0.5   279    1.87 0.49 0.44 -10 N N
AG281.5863-0.9720  4 151.23615 -56.77917 281.58816 -0.9723     3.42   0.87 0.63 0.58 -266    5.82 0.49 0.44 -10 N N
AG281.5863-0.9720  5 151.23322 -56.77911 281.58683 -0.9732     0.71   0.63 0.42 0.66 -275    0.91 0.49 0.44 -10 N N
AG281.5863-0.9720  6 151.23259 -56.77878 281.58636 -0.97314    6.19   1.29 0.85 0.57 -215   14.1  0.49 0.44 -10 N N
AG281.5863-0.9720  7 151.23752 -56.77878 281.58854 -0.97155    1.17   0.98 0.51 0.63 -132    1.78 0.49 0.44 -10 N N
AG281.5863-0.9720  8 151.2367  -56.7787  281.58813 -0.97175    3.31   1.73 0.58 0.65 -282    5.85 0.49 0.44 -10 N N
AG281.5863-0.9720  9 151.23304 -56.77838 281.58632 -0.97267    1.09   1.07 0.76 0.59 -213    2.29 0.49 0.44 -10 N N
AG281.5863-0.9720 10 151.23441 -56.77795 281.58667 -0.97188    5.47   2.4  0.62 0.52 -229    8.32 0.49 0.44 -10 N N
AG281.5863-0.9720 11 151.23548 -56.77769 281.58699 -0.97132   18.13   2.73 0.77 0.54   35   35.47 0.49 0.44 -10 N N
AG281.5863-0.9720 12 151.23666 -56.77769 281.58751 -0.97094    1.97   1.72 0.64 0.57   59    3.38 0.49 0.44 -10 N N
AG281.5863-0.9720 13 151.23489 -56.7775  281.58662 -0.97137    0.53   2.68 0.42 0.66  -52    0.67 0.49 0.44 -10 N N
AG281.5863-0.9720 14 151.23674 -56.77718 281.58724 -0.97051    0.94   2.15 0.54 0.42   46    0.98 0.49 0.44 -10 N N
AG281.5863-0.9720 15 151.23045 -56.77698 281.58434 -0.97238    2.56   0.49 0.71 0.52  119    4.41 0.49 0.44 -10 N N
AG281.5863-0.9720 16 151.237   -56.77698 281.58724 -0.97026    1.12   1.73 0.83 0.42 -251    1.82 0.49 0.44 -10 N N
AG281.5863-0.9720 17 151.22945 -56.77688 281.58384 -0.97262    0.69   0.53 0.42 0.66  257    0.88 0.49 0.44 -10 N N
AG281.5863-0.9720 18 151.23996 -56.7754  281.58761 -0.96802    2.15   0.84 0.61 0.47  -46    2.87 0.49 0.44 -10 N N
AG281.5863-0.9720 19 151.2384  -56.77771 281.58829 -0.97039    0.7    0.52 0.66 0.43  -57    0.92 0.49 0.44 -10 N N
AG281.5863-0.9720 20 151.23611 -56.7772  281.58698 -0.97073    0.72   1.7  0.76 0.51  -64    1.3  0.49 0.44 -10 N N
AG281.5863-0.9720 21 151.23859 -56.77665 281.58775 -0.96948    1.15   0.83 0.66 0.44  105    1.55 0.49 0.44 -10 N N
AG282.0596-0.5731  1 152.35858 -56.73348 282.06068 -0.57549    0.74   0.15 0.17 0.16   20    0.75 0.18 0.15 -88 N N
AG282.0596-0.5731  2 152.36018 -56.73182 282.06044 -0.57363    0.63   0.34 0.2  0.16   37    0.77 0.18 0.15 -88 N N
AG282.0596-0.5731  3 152.35758 -56.73136 282.05901 -0.57408    0.44   0.07 0.23 0.17    6    0.64 0.18 0.15 -88 N N
AG282.0596-0.5731  4 152.36069 -56.73046 282.05987 -0.57235    4.17   0.52 0.16 0.19 -260    4.71 0.18 0.15 -88 N N
AG282.0596-0.5731  5 152.36177 -56.73044 282.06034 -0.57199    0.56   0.09 0.19 0.16   26    0.64 0.18 0.15 -88 N N
AG282.0596-0.5731  6 152.36034 -56.73028 282.05962 -0.57232    0.67   0.34 0.15 0.22 -236    0.84 0.18 0.15 -88 N N
AG014.1325-0.5220  1 274.51735 -16.91508  14.1327  -0.52333    0.68  -0.01 0.16 0.25 -267    0.62 0.27 0.17  82 N N
AG014.1325-0.5220  2 274.51629 -16.91458  14.13266 -0.5222     4.98   0.39 0.28 0.21   -2    6.43 0.27 0.17  82 N N
AG014.1325-0.5220  3 274.51588 -16.91403  14.13296 -0.5216     0.53   0.04 0.42 0.16   -9    0.8  0.27 0.17  82 N N
AG014.1325-0.5220  4 274.51652 -16.91273  14.13439 -0.52152    0.61   0.02 0.27 0.16   10    0.59 0.27 0.17  82 N N
AG014.1325-0.5220  5 274.51575 -16.9109   14.13566 -0.52       1.06   0.0  0.19 0.24   87    1.13 0.27 0.17  82 N N
AG014.1956-0.1929  1 274.244   -16.70729  14.19146 -0.19441   11.94   1.96 0.7  0.55 -200   13.22 0.66 0.53  88 N N
AG014.1956-0.1929  2 274.24508 -16.70559  14.19345 -0.19451   31.12   0.91 0.67 0.56    0   33.4  0.66 0.53  88 N N
AG014.1956-0.1929  3 274.24681 -16.70532  14.19448 -0.19583    1.06   0.57 0.5  0.8  -255    1.22 0.66 0.53  88 N N
AG014.1956-0.1929  4 274.24634 -16.70517  14.1944  -0.19537   11.96   1.01 0.75 0.64  176   16.3  0.66 0.53  88 N N
AG014.1956-0.1929  5 274.24511 -16.70477  14.19418 -0.19414    9.06   1.86 0.89 0.72  -20   16.54 0.66 0.53  88 N N
AG014.1956-0.1929  6 274.24433 -16.70369  14.19479 -0.19297    1.7    3.04 0.6  0.5    49    1.48 0.66 0.53  88 N N
AG014.1956-0.1929  7 274.2448  -16.70329  14.19535 -0.19318    2.87   1.45 1.03 0.75 -262    6.41 0.66 0.53  88 N N
AG014.1956-0.1929  8 274.24407 -16.70297  14.1953  -0.19241    0.94   1.17 0.81 0.57    3    1.24 0.66 0.53  88 N N
AG014.1956-0.1929  9 274.24554 -16.70218  14.19666 -0.19327    0.76   0.4  0.8  0.55  172    0.96 0.66 0.53  88 N N
AG014.1956-0.1929 10 274.24477 -16.70396  14.19475 -0.19347   23.86   4.36 0.86 0.7   -37   41.34 0.66 0.53  88 N N
AG014.1956-0.1929 11 274.24449 -16.70398  14.1946  -0.19324    4.26   3.96 0.92 0.79 -254    8.95 0.66 0.53  88 N N
AG283.6761-0.6499  1 154.74731 -57.70564 283.67688 -0.64916    1.1    0.13 0.2  0.18  -28    1.62 0.17 0.14 -88 N N
AG283.7368-0.9750  1 154.50212 -58.01109 283.73628 -0.97595    0.45  -0.05 0.15 0.16   88    0.36 0.19 0.16 -88 N N
AG283.8572-0.8096  1 154.86672 -57.93824 283.85767 -0.80875    1.1    0.2  0.17 0.14   22    1.02 0.18 0.15 -89 N N
AG283.8572-0.8096  2 154.86688 -57.93816 283.8577  -0.80863    0.88   0.17 0.18 0.16 -190    0.94 0.18 0.15 -89 N N
AG284.0055-0.8459  1 155.05894 -58.05127 284.00478 -0.84769    0.54  -0.03 0.2  0.24  251    0.86 0.19 0.16 -88 N N
AG284.0166-0.8578  1 155.06556 -58.06683 284.01621 -0.85882    1.22   0.42 0.2  0.15    4    1.37 0.18 0.15 -88 N N
AG284.0166-0.8578  2 155.06568 -58.06629 284.01597 -0.85833    0.53   0.58 0.16 0.15   25    0.45 0.18 0.15 -88 N N
AG284.0166-0.8578  3 155.06582 -58.06623 284.016   -0.85824    0.57   0.4  0.15 0.2  -290    0.61 0.18 0.15 -88 N N
AG284.0166-0.8578  4 155.06623 -58.06615 284.01614 -0.85806    0.57   0.29 0.24 0.15  -17    0.76 0.18 0.15 -88 N N
