MOUS,tar_url,filename
uid___A001_X1467_X1e5,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/MS/uid___A001_X1467_X1e5/uid___A002_Xe247d0_Xd1d9/uid___A002_Xe247d0_Xd1d9.1671340320.tar.gz,uid___A002_Xe247d0_Xd1d9.1671340320.tar.gz
