SOUS,GOUS,MOUS,fits_url
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d5,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d5/product/member.uid___A001_X1467_X1d5._48727__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d7,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d7/product/member.uid___A001_X1467_X1d7._48727__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d7,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d7/product/member.uid___A001_X1467_X1d7._49143__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d7,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d7/product/member.uid___A001_X1467_X1d7._51554__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d7,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d7/product/member.uid___A001_X1467_X1d7._58529__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d7,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d7/product/member.uid___A001_X1467_X1d7._58829__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d7,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d7/product/member.uid___A001_X1467_X1d7._60530__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d7,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d7/product/member.uid___A001_X1467_X1d7._63437__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d9,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d9/product/member.uid___A001_X1467_X1d9._48727__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d9,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d9/product/member.uid___A001_X1467_X1d9._49143__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d9,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d9/product/member.uid___A001_X1467_X1d9._51554__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d9,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d9/product/member.uid___A001_X1467_X1d9._58529__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d9,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d9/product/member.uid___A001_X1467_X1d9._58829__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d9,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d9/product/member.uid___A001_X1467_X1d9._60530__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1d4,uid___A001_X1467_X1d9,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1d4/member.uid___A001_X1467_X1d9/product/member.uid___A001_X1467_X1d9._63437__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1dc,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1dc/product/member.uid___A001_X1467_X1dc._126991__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._126991__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._127623__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._127952__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._127967__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._128159__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._128764__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._129935__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._133523__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._133563__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._138009__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._138401__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._141240__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._142907__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1de,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1de/product/member.uid___A001_X1467_X1de._G030.1981-00.1691__sci.spw25_27_29_31.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._126991__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._127045__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._127485__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._127623__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._127705__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._127952__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._127967__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._128124__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._128153__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._128159__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._128272__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._128280__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._128403__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._128490__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._128730__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._128764__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._128789__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._128945__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._129337__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._129919__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._129935__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._130092__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._130523__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._130634__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._131122__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._131655__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._133523__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._133563__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._133651__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._134062__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._134152__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._134169__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._134196__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._134426__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._134586__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._135368__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._135558__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._135630__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._135892__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._136060__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._136294__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._136318__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._137102__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._137279__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._137347__sci.spw16_18_20_22.cont.I.pbcor.fits
uid___A001_X1467_X1d3,uid___A001_X1467_X1db,uid___A001_X1467_X1e0,https://casdc.china-vo.org/mirror/ALMAGAL/2019.1.00195.L/QA2/science_goal.uid___A001_X1467_X1d3/group.uid___A001_X1467_X1db/member.uid___A001_X1467_X1e0/product/member.uid___A001_X1467_X1e0._137435__sci.spw16_18_20_22.cont.I.pbcor.fits
