Source_Name,Source_Seq,Source_RA,Source_Dec,Source_GLON,Source_GLAT,Source_Fpeak,Source_Fint,Primary_Target,Primary_Distance_arcsec,Num_Matching_Targets,All_Targets,Primary_FITS
AG285.9377-0.6793,2,158.37356,-58.92304,285.93689,-0.68008,0.44,0.52,646022,4.370605367140414,1,646022,member.uid___A001_X146c_Xb0._646022__sci.spw16_18_20_22.cont.I.pbcor.fits
AG285.9377-0.6793,3,158.37576,-58.92229,285.9375,-0.67887,0.46,0.53,646022,2.0994541666700908,1,646022,member.uid___A001_X146c_Xb0._646022__sci.spw16_18_20_22.cont.I.pbcor.fits
AG286.0716-1.8229,1,157.45955,-59.97411,286.07317,-1.82113,0.96,1.12,646390,8.083628462661624,1,646390,member.uid___A001_X1467_X226._646390__sci.spw16_18_20_22.cont.I.pbcor.fits
AG286.0716-1.8229,2,157.45736,-59.97306,286.07169,-1.82079,0.56,0.45,646390,7.668357751477525,1,646390,member.uid___A001_X1467_X226._646390__sci.spw16_18_20_22.cont.I.pbcor.fits
AG286.0716-1.8229,3,157.45722,-59.973,286.0716,-1.82078,0.98,1.07,646390,7.749555477049559,1,646390,member.uid___A001_X1467_X226._646390__sci.spw16_18_20_22.cont.I.pbcor.fits
AG286.0716-1.8229,4,157.45701,-59.97291,286.07146,-1.82076,0.94,1.34,646390,7.896006778208063,1,646390,member.uid___A001_X1467_X226._646390__sci.spw16_18_20_22.cont.I.pbcor.fits
AG286.3319-0.2935,1,159.40579,-58.78388,286.3309,-0.29385,3.74,5.09,647452,4.250435978207642,1,647452,member.uid___A001_X146c_Xb0._647452__sci.spw16_18_20_22.cont.I.pbcor.fits
AG286.4330-0.1910,1,159.67443,-58.74329,286.43258,-0.19033,1.5,2.24,647876,3.3231039722436355,1,647876,member.uid___A001_X1467_X226._647876__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4491-0.0992,1,274.28633,-16.43859,14.44719,-0.10248,0.76,0.94,64993,13.08483263014521,1,64993,member.uid___A001_X146c_Xd3._64993__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4491-0.0992,2,274.28658,-16.43821,14.44764,-0.10251,1.01,1.96,64993,12.423207988246844,1,64993,member.uid___A001_X146c_Xd3._64993__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4491-0.0992,3,274.28486,-16.43784,14.44719,-0.10088,1.01,1.28,64993,8.729481614094514,1,64993,member.uid___A001_X146c_Xd3._64993__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4491-0.0992,4,274.28441,-16.43748,14.44729,-0.10033,1.19,1.59,64993,7.298101783968931,1,64993,member.uid___A001_X146c_Xd3._64993__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4491-0.0992,5,274.28043,-16.43616,14.44664,-0.09635,1.07,1.34,64993,13.998194878670809,1,64993,member.uid___A001_X146c_Xd3._64993__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4491-0.0992,6,274.28821,-16.43529,14.45096,-0.1025,7.24,8.39,64993,13.11194512850352,1,64993,member.uid___A001_X146c_Xd3._64993__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4491-0.0992,7,274.28828,-16.43408,14.45205,-0.10198,1.04,1.39,64993,14.226527129945334,1,64993,member.uid___A001_X146c_Xd3._64993__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4491-0.0992,8,274.28259,-16.43347,14.45,-0.09689,1.35,1.45,64993,9.524805722637987,1,64993,member.uid___A001_X146c_Xd3._64993__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4491-0.0992,9,274.2835,-16.43326,14.4506,-0.09756,1.35,1.27,64993,8.504540060747493,1,64993,member.uid___A001_X146c_Xd3._64993__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4635-0.1096,1,274.30285,-16.43038,14.46194,-0.11253,1.74,2.68,65099,11.31500754397156,1,65099,member.uid___A001_X146c_Xd3._65099__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4635-0.1096,2,274.30011,-16.4292,14.46174,-0.10965,2.64,2.83,65099,6.257716331642521,1,65099,member.uid___A001_X146c_Xd3._65099__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4635-0.1096,3,274.29976,-16.42913,14.46163,-0.10933,2.82,3.16,65099,6.792625489255728,1,65099,member.uid___A001_X146c_Xd3._65099__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4635-0.1096,4,274.30039,-16.42814,14.4628,-0.10938,0.53,0.62,65099,2.8041991074331065,1,65099,member.uid___A001_X146c_Xd3._65099__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4635-0.1096,5,274.29976,-16.42624,14.46418,-0.10795,0.83,0.76,65099,7.0539388283848075,1,65099,member.uid___A001_X146c_Xd3._65099__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4635-0.1096,6,274.30404,-16.42553,14.46675,-0.11123,0.76,0.72,65099,12.930582543017666,1,65099,member.uid___A001_X146c_Xd3._65099__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4635-0.1096,7,274.30352,-16.42543,14.46661,-0.11074,0.81,0.79,65099,11.814884598207106,1,65099,member.uid___A001_X146c_Xd3._65099__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4635-0.1096,8,274.29909,-16.42886,14.46156,-0.10863,4.87,5.65,65099,7.987128002819092,1,65099,member.uid___A001_X146c_Xd3._65099__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4635-0.1096,9,274.29894,-16.42882,14.46153,-0.10848,1.14,1.39,65099,8.369151669297262,1,65099,member.uid___A001_X146c_Xd3._65099__sci.spw16_18_20_22.cont.I.pbcor.fits
AG287.2269-0.5500,1,160.69258,-59.44157,287.22676,-0.55142,1.17,1.91,651544,5.124706595526336,1,651544,member.uid___A001_X146c_Xb0._651544__sci.spw16_18_20_22.cont.I.pbcor.fits
AG287.2269-0.5500,2,160.69744,-59.44047,287.22841,-0.54928,0.66,0.82,651544,5.428842167068842,1,651544,member.uid___A001_X146c_Xb0._651544__sci.spw16_18_20_22.cont.I.pbcor.fits
AG287.2269-0.5500,3,160.69264,-59.43964,287.22587,-0.5497,0.68,1.04,651544,4.624152421068203,1,651544,member.uid___A001_X146c_Xb0._651544__sci.spw16_18_20_22.cont.I.pbcor.fits
AG287.2269-0.5500,4,160.69168,-59.43954,287.22539,-0.54984,1.67,3.29,651544,6.220629370056355,1,651544,member.uid___A001_X146c_Xb0._651544__sci.spw16_18_20_22.cont.I.pbcor.fits
AG287.2269-0.5500,5,160.69454,-59.43869,287.22627,-0.54841,10.21,12.73,651544,6.597809875394749,1,651544,member.uid___A001_X146c_Xb0._651544__sci.spw16_18_20_22.cont.I.pbcor.fits
AG287.2269-0.5500,6,160.69871,-59.43854,287.22807,-0.54727,18.51,20.92,651544,10.535705667126457,1,651544,member.uid___A001_X146c_Xb0._651544__sci.spw16_18_20_22.cont.I.pbcor.fits
AG287.2269-0.5500,7,160.69461,-59.43834,287.22613,-0.54808,1.53,1.99,651544,7.860602506612564,1,651544,member.uid___A001_X146c_Xb0._651544__sci.spw16_18_20_22.cont.I.pbcor.fits
AG287.2269-0.5500,8,160.69184,-59.44345,287.22732,-0.55325,1.05,1.66,651544,11.590891454451189,1,651544,member.uid___A001_X146c_Xb0._651544__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4927-0.1390,1,274.34212,-16.41819,14.49055,-0.13989,3.68,4.13,65249,7.840250133603231,1,65249,member.uid___A001_X146c_Xd3._65249__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4927-0.1390,2,274.33968,-16.41758,14.48998,-0.13754,0.79,1.26,65249,11.08523642205202,1,65249,member.uid___A001_X146c_Xd3._65249__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4927-0.1390,3,274.33926,-16.41745,14.4899,-0.13712,3.91,4.6,65249,12.158394121038906,1,65249,member.uid___A001_X146c_Xd3._65249__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4927-0.1390,4,274.34395,-16.41684,14.49258,-0.14079,3.92,7.09,65249,5.910105314556037,1,65249,member.uid___A001_X146c_Xd3._65249__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4927-0.1390,5,274.33978,-16.4163,14.49115,-0.13702,2.2,2.57,65249,9.2950173369645,1,65249,member.uid___A001_X146c_Xd3._65249__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4927-0.1390,6,274.34466,-16.41553,14.49405,-0.14077,1.41,1.34,65249,7.820819780874327,1,65249,member.uid___A001_X146c_Xd3._65249__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4927-0.1390,7,274.34527,-16.41533,14.4945,-0.14119,1.82,3.0,65249,10.039287677040878,1,65249,member.uid___A001_X146c_Xd3._65249__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.4927-0.1390,8,274.3394,-16.41513,14.49201,-0.13614,2.24,2.22,65249,11.05136945063348,1,65249,member.uid___A001_X146c_Xd3._65249__sci.spw16_18_20_22.cont.I.pbcor.fits
AG287.6634-0.7323,1,161.28698,-59.80668,287.66368,-0.73245,0.41,0.63,654025,0.6082887965808311,1,654025,member.uid___A001_X146c_Xb0._654025__sci.spw16_18_20_22.cont.I.pbcor.fits
AG287.6634-0.7323,2,161.28839,-59.80592,287.66395,-0.73145,9.26,12.74,654025,3.6110503062312436,1,654025,member.uid___A001_X146c_Xb0._654025__sci.spw16_18_20_22.cont.I.pbcor.fits
AG288.6678-0.3268,1,163.43204,-59.89394,288.66428,-0.32364,1.55,1.68,658015,17.67741644820858,1,658015,member.uid___A001_X1467_X242._658015__sci.spw16_18_20_22.cont.I.pbcor.fits
AG288.6678-0.3268,2,163.43649,-59.89833,288.66821,-0.32661,0.56,1.03,658015,1.2310860711404326,1,658015,member.uid___A001_X1467_X242._658015__sci.spw16_18_20_22.cont.I.pbcor.fits
AG288.6678-0.3268,3,163.43643,-59.89823,288.66814,-0.32654,1.17,2.39,658015,1.3230280138650339,1,658015,member.uid___A001_X1467_X242._658015__sci.spw16_18_20_22.cont.I.pbcor.fits
AG288.9609+0.2643,1,164.4665,-59.49092,288.96213,0.26476,0.39,0.63,658676,4.153241154528817,1,658676,member.uid___A001_X1467_X242._658676__sci.spw16_18_20_22.cont.I.pbcor.fits
AG288.9609+0.2643,2,164.46582,-59.49088,288.9618,0.26465,1.41,1.52,658676,2.930141841308233,1,658676,member.uid___A001_X1467_X242._658676__sci.spw16_18_20_22.cont.I.pbcor.fits
AG288.9609+0.2643,3,164.46582,-59.49078,288.96175,0.26475,1.35,1.64,658676,3.000799131381959,1,658676,member.uid___A001_X1467_X242._658676__sci.spw16_18_20_22.cont.I.pbcor.fits
AG288.9609+0.2643,4,164.4661,-59.49066,288.96183,0.26492,0.47,0.59,658676,3.6169424258066205,1,658676,member.uid___A001_X1467_X242._658676__sci.spw16_18_20_22.cont.I.pbcor.fits
AG288.9609+0.2643,5,164.46601,-59.49054,288.96174,0.265,0.5,0.82,658676,3.633789645579236,1,658676,member.uid___A001_X1467_X242._658676__sci.spw16_18_20_22.cont.I.pbcor.fits
AG288.9609+0.2643,6,164.46652,-59.48984,288.96168,0.26575,0.48,0.54,658676,5.888725531726413,1,658676,member.uid___A001_X1467_X242._658676__sci.spw16_18_20_22.cont.I.pbcor.fits
AG288.9609+0.2643,7,164.46535,-59.48978,288.96112,0.26554,0.41,0.47,658676,4.816934318529216,1,658676,member.uid___A001_X1467_X242._658676__sci.spw16_18_20_22.cont.I.pbcor.fits
AG288.9609+0.2643,8,164.46359,-59.48958,288.96022,0.26535,0.86,1.67,658676,5.2156602432333905,1,658676,member.uid___A001_X1467_X242._658676__sci.spw16_18_20_22.cont.I.pbcor.fits
AG289.0538+0.0226,1,164.42833,-59.7498,289.05427,0.02206,0.49,0.58,658966,1.7884913649301393,1,658966,member.uid___A001_X1467_X242._658966__sci.spw16_18_20_22.cont.I.pbcor.fits
AG289.0585-0.3956,1,164.07952,-60.13019,289.05829,-0.39651,0.43,1.11,658980,3.3424949235176284,1,658980,member.uid___A001_X1467_X242._658980__sci.spw16_18_20_22.cont.I.pbcor.fits
AG289.0675-0.3459,1,164.1428,-60.08861,289.06899,-0.34543,0.41,0.56,659030,5.215521666579189,1,659030,member.uid___A001_X1467_X242._659030__sci.spw16_18_20_22.cont.I.pbcor.fits
AG289.0675-0.3459,2,164.14228,-60.08823,289.06859,-0.3452,0.54,0.76,659030,4.373343153945693,1,659030,member.uid___A001_X1467_X242._659030__sci.spw16_18_20_22.cont.I.pbcor.fits
AG289.0804-0.4088,1,164.10921,-60.15154,289.08079,-0.40947,1.39,1.63,659110,2.3872093911955794,1,659110,member.uid___A001_X1467_X242._659110__sci.spw16_18_20_22.cont.I.pbcor.fits
AG289.0804-0.4088,2,164.11095,-60.15036,289.08107,-0.40803,0.56,0.69,659110,3.5268316124304047,1,659110,member.uid___A001_X1467_X242._659110__sci.spw16_18_20_22.cont.I.pbcor.fits
AG289.1035-1.1096,1,163.54423,-60.79201,289.10631,-1.10738,1.05,1.73,659209,12.543165019296156,1,659209,member.uid___A001_X146c_Xb0._659209__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.6518-0.0001,1,274.2947,-16.21315,14.6494,-0.00249,1.09,1.25,65985,11.633231728129994,1,65985,member.uid___A001_X146c_Xd3._65985__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.6518-0.0001,2,274.29463,-16.21203,14.65036,-0.0019,0.54,0.7,65985,7.717156582945713,1,65985,member.uid___A001_X146c_Xd3._65985__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.6518-0.0001,3,274.29191,-16.21166,14.64945,0.00057,0.68,1.21,65985,8.872126308451765,1,65985,member.uid___A001_X146c_Xd3._65985__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.7110-0.1525,1,274.46344,-16.23378,14.70812,-0.1549,1.08,1.76,66261,12.77561949499869,1,66261,member.uid___A001_X146c_Xd3._66261__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.7110-0.1525,2,274.46311,-16.2332,14.70848,-0.15435,1.94,1.97,66261,10.54698427029677,1,66261,member.uid___A001_X146c_Xd3._66261__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.7110-0.1525,3,274.46032,-16.23001,14.71002,-0.15048,0.91,1.03,66261,8.599611250505971,1,66261,member.uid___A001_X146c_Xd3._66261__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.7110-0.1525,4,274.4634,-16.22927,14.71208,-0.15273,0.69,0.94,66261,4.2206673813419915,1,66261,member.uid___A001_X146c_Xd3._66261__sci.spw16_18_20_22.cont.I.pbcor.fits
AG014.7110-0.1525,5,274.46289,-16.22908,14.71201,-0.15221,0.48,0.44,66261,4.35612386179789,1,66261,member.uid___A001_X146c_Xd3._66261__sci.spw16_18_20_22.cont.I.pbcor.fits
AG290.2874-0.8410,1,165.97733,-61.04362,290.28559,-0.84001,0.42,0.46,663282,8.240702356138256,1,663282,member.uid___A001_X1467_X242._663282__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.1675-0.2957,1,168.08138,-60.88712,291.16618,-0.29979,3.1,3.52,665718,15.38331152618463,1,665718,member.uid___A001_X1467_X242._665718__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2562-0.7669,1,167.89321,-61.35584,291.25737,-0.76845,0.8,0.71,666100,6.341029367979856,1,666100,member.uid___A001_X146c_Xb0._666100__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2562-0.7669,2,167.88791,-61.35476,291.25461,-0.7684,0.92,1.52,666100,7.949874054575341,1,666100,member.uid___A001_X146c_Xb0._666100__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2562-0.7669,3,167.89399,-61.35471,291.25729,-0.76725,6.66,11.94,666100,3.550657094403544,1,666100,member.uid___A001_X146c_Xb0._666100__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2562-0.7669,4,167.88762,-61.35457,291.25441,-0.76828,1.26,2.73,666100,8.273209946935935,1,666100,member.uid___A001_X146c_Xb0._666100__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2562-0.7669,5,167.88628,-61.35457,291.25382,-0.76852,2.82,3.05,666100,10.55236920909447,1,666100,member.uid___A001_X146c_Xb0._666100__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2562-0.7669,6,167.88699,-61.3542,291.25399,-0.76804,4.83,8.83,666100,9.211173760970974,1,666100,member.uid___A001_X146c_Xb0._666100__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2562-0.7669,7,167.89324,-61.35403,291.25671,-0.76676,0.96,2.56,666100,1.6194712040990416,1,666100,member.uid___A001_X146c_Xb0._666100__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2562-0.7669,8,167.88702,-61.35374,291.25383,-0.76761,5.72,7.41,666100,9.263311276632718,1,666100,member.uid___A001_X146c_Xb0._666100__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2562-0.7669,9,167.89381,-61.35211,291.25624,-0.76488,4.33,5.28,666100,7.711682079535127,1,666100,member.uid___A001_X146c_Xb0._666100__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2562-0.7669,10,167.88784,-61.3536,291.25415,-0.76734,4.15,5.11,666100,7.972938547922916,1,666100,member.uid___A001_X146c_Xb0._666100__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2562-0.7669,11,167.88784,-61.35338,291.25407,-0.76714,12.14,24.19,666100,8.198787667667911,1,666100,member.uid___A001_X146c_Xb0._666100__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,1,167.91054,-61.33133,291.25587,-0.74261,1.93,2.43,666101,12.946523632849917,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,2,167.91127,-61.33008,291.25573,-0.74132,3.05,4.45,666101,8.464715801628026,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,3,167.91839,-61.32971,291.25875,-0.73969,4.63,5.91,666101,9.150116082813293,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,4,167.90453,-61.32918,291.25239,-0.7417,1.59,1.9,666101,17.01576518907571,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,5,167.91228,-61.32896,291.25576,-0.7401,3.02,5.09,666101,4.289917318073734,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,6,167.91728,-61.32874,291.2579,-0.739,0.58,0.69,666101,5.75496321811266,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,7,167.91596,-61.32871,291.2573,-0.7392,0.78,0.93,666101,3.6485036153157795,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,8,167.9128,-61.32859,291.25585,-0.73967,29.35,41.02,666101,2.771344470542457,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,9,167.91957,-61.32818,291.2587,-0.73806,10.54,12.63,666101,9.34655106507946,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,10,167.91641,-61.32813,291.25728,-0.73858,4.34,5.3,666101,3.8927028923977933,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,11,167.92218,-61.32804,291.25981,-0.73747,4.5,9.17,666101,13.863949333568485,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,12,167.91599,-61.32786,291.25699,-0.73841,0.93,1.51,666101,3.366991454359594,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,13,167.91745,-61.32696,291.2573,-0.73731,0.62,0.9,666101,7.185147046124611,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,14,167.90887,-61.32618,291.25319,-0.73813,1.65,2.51,666101,11.63292399992688,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,15,167.91085,-61.32574,291.25391,-0.73738,16.96,22.06,666101,10.481448694979235,1,666101,member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,16,167.91148,-61.32566,291.25416,-0.73718,0.7,0.97,666101,10.185768076522907,1,666101,member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,17,167.91509,-61.32503,291.25553,-0.73595,1.3,1.55,666101,11.455624431367186,1,666101,member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,18,167.91162,-61.32979,291.25578,-0.74099,0.93,1.7,666101,7.266155612825108,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,19,167.91905,-61.32953,291.25898,-0.73941,3.1,7.55,666101,9.745304178519149,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,20,167.91363,-61.32849,291.25618,-0.73942,38.35,46.44,666101,1.4404357199588649,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,21,167.91405,-61.32846,291.25636,-0.73932,2.57,2.43,666101,1.023265262115207,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,22,167.91207,-61.32841,291.25546,-0.73963,0.62,2.51,666101,3.7011391311670465,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,23,167.91551,-61.32824,291.25692,-0.73885,26.03,28.53,666101,2.343686973153279,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,24,167.91589,-61.32821,291.25708,-0.73875,1.13,2.72,666101,2.9921382235397744,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,25,167.91752,-61.32711,291.25739,-0.73744,0.73,1.19,666101,6.9686049374069965,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,26,167.91717,-61.32711,291.25724,-0.7375,0.64,1.78,666101,6.473575443076568,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,27,167.90922,-61.32654,291.25349,-0.73841,1.08,1.11,666101,10.375722148399264,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,28,167.90957,-61.32621,291.25352,-0.73804,1.08,1.28,666101,10.63726956744727,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,29,167.90964,-61.32608,291.2535,-0.7379,3.38,5.02,666101,10.86778576010446,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,30,167.91839,-61.32819,291.25819,-0.73829,0.69,0.86,666101,7.3084716198933455,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,31,167.9186,-61.32814,291.25826,-0.7382,0.75,0.86,666101,7.672513684035689,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,32,167.90797,-61.32723,291.25319,-0.73927,0.79,0.86,666101,11.224135556203114,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2561-0.7390,33,167.908,-61.32706,291.25314,-0.73911,0.86,2.44,666101,11.377165804475972,2,"666101, 666114",member.uid___A001_X146c_Xb0._666101__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2588-0.7471,1,167.91401,-61.33804,291.25993,-0.7482,2.5,2.89,666114,5.048024702464247,2,"666114, 666101",member.uid___A001_X146c_Xb0._666114__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2588-0.7471,2,167.91237,-61.33754,291.25902,-0.74804,0.59,0.81,666114,3.2221891793839785,2,"666114, 666101",member.uid___A001_X146c_Xb0._666114__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2588-0.7471,3,167.91192,-61.33696,291.2586,-0.74758,2.63,3.25,666114,2.18668596173686,2,"666114, 666101",member.uid___A001_X146c_Xb0._666114__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2903-0.7018,1,168.00392,-61.30891,291.28902,-0.70503,0.86,1.43,666242,12.5995615657633,1,666242,member.uid___A001_X146c_Xb0._666242__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2903-0.7018,2,168.00329,-61.30878,291.28869,-0.70502,13.91,23.91,666242,13.110989187618218,1,666242,member.uid___A001_X146c_Xb0._666242__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2903-0.7018,3,168.00485,-61.30866,291.28934,-0.70463,1.03,1.3,666242,10.824412541141074,1,666242,member.uid___A001_X146c_Xb0._666242__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2903-0.7018,4,168.00322,-61.30844,291.28853,-0.70472,5.16,9.16,666242,12.480553786337047,1,666242,member.uid___A001_X146c_Xb0._666242__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2903-0.7018,5,168.00857,-61.30658,291.29022,-0.70203,0.63,0.91,666242,1.1295706152304643,1,666242,member.uid___A001_X146c_Xb0._666242__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2903-0.7018,6,168.00687,-61.30608,291.28927,-0.70187,0.67,1.38,666242,4.298396479364362,1,666242,member.uid___A001_X146c_Xb0._666242__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2903-0.7018,7,168.00822,-61.30594,291.28982,-0.7015,0.45,0.74,666242,2.625180223493965,1,666242,member.uid___A001_X146c_Xb0._666242__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2903-0.7018,8,168.00336,-61.30756,291.28827,-0.70388,3.67,7.56,666242,10.795401147588501,1,666242,member.uid___A001_X146c_Xb0._666242__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2903-0.7018,9,168.0034,-61.30739,291.28822,-0.70371,1.05,1.49,666242,10.528095048533416,1,666242,member.uid___A001_X146c_Xb0._666242__sci.spw16_18_20_22.cont.I.pbcor.fits
AG291.2903-0.7018,10,168.00579,-61.30671,291.28903,-0.70265,0.79,0.98,666242,5.944065743176711,1,666242,member.uid___A001_X146c_Xb0._666242__sci.spw16_18_20_22.cont.I.pbcor.fits
